age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,income,income_encoded
55,?,11th,13,Married-civ-spouse,Priv-house-serv,Husband,White,Male,10,Germany,<=50K,0
24,?,Masters,4,Married-civ-spouse,Craft-repair,Own-child,White,Female,94,Mexico,<=50K,0
63,?,7th-8th,13,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,58,Iran,<=50K,0
30,?,Prof-school,10,Married-spouse-absent,Machine-op-inspct,Own-child,Asian-Pac-Islander,Female,89,Mexico,<=50K,0
57,Self-emp-inc,Prof-school,3,Married-spouse-absent,Machine-op-inspct,Wife,Amer-Indian-Eskimo,Male,3,Jamaica,<=50K,0
59,Private,7th-8th,9,Married-civ-spouse,Handlers-cleaners,Wife,Asian-Pac-Islander,Female,86,Japan,<=50K,0
26,?,12th,6,Never-married,Handlers-cleaners,Other-relative,Black,Female,88,United-States,<=50K,0
67,Private,11th,15,Widowed,Machine-op-inspct,Own-child,White,Male,56,Germany,<=50K,0
44,Self-emp-inc,Doctorate,4,Never-married,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,27,Jamaica,<=50K,0
75,Self-emp-inc,HS-grad,3,Never-married,Other-service,Not-in-family,Other,Male,90,Cambodia,<=50K,0
19,Without-pay,Preschool,12,Never-married,Craft-repair,Other-relative,Amer-Indian-Eskimo,Female,16,Japan,<=50K,0
22,Self-emp-not-inc,Preschool,15,Married-AF-spouse,Other-service,Not-in-family,Other,Male,38,Germany,<=50K,0
46,Never-worked,Preschool,13,Married-AF-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Female,53,Germany,<=50K,0
54,Local-gov,Preschool,4,Divorced,Transport-moving,Own-child,White,Male,68,Philippines,<=50K,0
55,Never-worked,Assoc-voc,8,Married-civ-spouse,Other-service,Wife,Other,Male,23,England,<=50K,0
36,Local-gov,Some-college,12,Widowed,Priv-house-serv,Not-in-family,Other,Female,83,Jamaica,<=50K,0
25,Self-emp-inc,9th,5,Widowed,Handlers-cleaners,Not-in-family,Black,Female,56,Canada,<=50K,0
65,Never-worked,Prof-school,13,Married-civ-spouse,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,79,Mexico,<=50K,0
62,Federal-gov,5th-6th,15,Divorced,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Male,95,Jamaica,<=50K,0
18,Self-emp-not-inc,Bachelors,11,Never-married,Prof-specialty,Wife,Asian-Pac-Islander,Female,88,Greece,<=50K,0
39,Never-worked,11th,1,Separated,Transport-moving,Own-child,Black,Female,75,United-States,<=50K,0
69,Self-emp-not-inc,5th-6th,5,Separated,Farming-fishing,Not-in-family,Black,Male,53,China,<=50K,0
34,Private,7th-8th,8,Divorced,Armed-Forces,Husband,Black,Female,74,Japan,<=50K,0
24,Self-emp-not-inc,Prof-school,11,Widowed,Craft-repair,Unmarried,White,Female,72,Japan,<=50K,0
42,Private,9th,15,Separated,Farming-fishing,Other-relative,White,Male,67,Iran,<=50K,0
62,?,Bachelors,12,Married-spouse-absent,Tech-support,Own-child,White,Female,19,Japan,<=50K,0
21,Private,Doctorate,4,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,4,Mexico,<=50K,0
53,Without-pay,Assoc-voc,14,Separated,Craft-repair,Own-child,Black,Female,29,Jamaica,<=50K,0
23,?,Assoc-voc,2,Married-AF-spouse,Sales,Other-relative,Black,Male,45,Greece,<=50K,0
77,Self-emp-inc,9th,13,Married-AF-spouse,Adm-clerical,Unmarried,White,Female,21,Cuba,<=50K,0
48,State-gov,11th,15,Widowed,Adm-clerical,Husband,White,Male,54,England,<=50K,0
36,Private,Bachelors,3,Widowed,Priv-house-serv,Not-in-family,Other,Female,73,United-States,<=50K,0
78,Private,Masters,14,Married-spouse-absent,Transport-moving,Husband,Amer-Indian-Eskimo,Female,52,Greece,<=50K,0
61,Self-emp-not-inc,5th-6th,11,Married-civ-spouse,Tech-support,Other-relative,Other,Male,18,Japan,<=50K,0
71,Self-emp-inc,7th-8th,9,Married-spouse-absent,Armed-Forces,Husband,Amer-Indian-Eskimo,Female,83,Iran,<=50K,0
56,Never-worked,Bachelors,14,Married-civ-spouse,Craft-repair,Other-relative,White,Male,17,Poland,<=50K,0
44,Federal-gov,Masters,7,Married-civ-spouse,Craft-repair,Unmarried,White,Female,44,India,<=50K,0
27,Local-gov,Assoc-acdm,3,Widowed,Priv-house-serv,Husband,White,Female,24,Italy,<=50K,0
43,Private,7th-8th,5,Separated,Craft-repair,Own-child,Other,Male,6,Philippines,<=50K,0
36,Never-worked,Doctorate,3,Married-AF-spouse,Machine-op-inspct,Own-child,Black,Female,95,Mexico,<=50K,0
56,Federal-gov,Some-college,10,Divorced,Protective-serv,Other-relative,Amer-Indian-Eskimo,Male,27,Poland,<=50K,0
79,Local-gov,HS-grad,4,Separated,Machine-op-inspct,Own-child,Other,Male,47,Mexico,<=50K,0
20,State-gov,Some-college,12,Widowed,Farming-fishing,Unmarried,White,Male,98,Jamaica,<=50K,0
62,Self-emp-not-inc,HS-grad,8,Never-married,Priv-house-serv,Husband,Black,Male,46,Philippines,<=50K,0
30,Never-worked,Some-college,14,Married-spouse-absent,Machine-op-inspct,Husband,Other,Male,91,Germany,<=50K,0
67,Self-emp-not-inc,1st-4th,3,Widowed,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo,Female,91,Italy,<=50K,0
45,Local-gov,Bachelors,3,Never-married,Sales,Other-relative,White,Female,35,Canada,<=50K,0
79,Without-pay,Masters,11,Married-civ-spouse,Machine-op-inspct,Own-child,Amer-Indian-Eskimo,Female,57,Poland,<=50K,0
75,Private,11th,11,Widowed,Armed-Forces,Unmarried,White,Male,12,United-States,<=50K,0
37,?,9th,8,Separated,Protective-serv,Other-relative,White,Male,29,Iran,<=50K,0
45,Federal-gov,Prof-school,10,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Female,57,India,<=50K,0
25,Self-emp-inc,Preschool,13,Never-married,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Male,70,Vietnam,<=50K,0
78,Private,HS-grad,10,Married-AF-spouse,Tech-support,Husband,Black,Male,55,Canada,<=50K,0
58,?,Prof-school,7,Widowed,Other-service,Husband,White,Female,37,Greece,<=50K,0
56,Never-worked,Assoc-acdm,7,Never-married,Farming-fishing,Unmarried,Black,Male,71,Puerto-Rico,<=50K,0
18,State-gov,Assoc-acdm,10,Married-AF-spouse,Prof-specialty,Wife,Other,Male,70,India,<=50K,0
20,Private,Prof-school,2,Married-AF-spouse,Tech-support,Other-relative,White,Female,53,Iran,<=50K,0
30,Self-emp-not-inc,1st-4th,12,Married-civ-spouse,Sales,Own-child,White,Male,83,Japan,<=50K,0
45,Without-pay,Masters,7,Married-AF-spouse,Adm-clerical,Wife,White,Male,14,Puerto-Rico,<=50K,0
79,Self-emp-inc,1st-4th,10,Married-civ-spouse,Handlers-cleaners,Other-relative,Black,Male,21,Japan,<=50K,0
74,Self-emp-not-inc,Assoc-acdm,11,Married-AF-spouse,Tech-support,Own-child,Asian-Pac-Islander,Female,78,Mexico,<=50K,0
77,?,7th-8th,10,Married-AF-spouse,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Male,14,Iran,<=50K,0
66,Private,Prof-school,3,Widowed,Priv-house-serv,Other-relative,White,Female,53,South,<=50K,0
42,Without-pay,10th,14,Widowed,Prof-specialty,Own-child,Amer-Indian-Eskimo,Male,96,Philippines,<=50K,0
73,Private,Assoc-acdm,7,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,90,South,<=50K,0
50,Never-worked,HS-grad,13,Never-married,Priv-house-serv,Other-relative,Amer-Indian-Eskimo,Female,67,Iran,<=50K,0
55,State-gov,10th,4,Married-spouse-absent,Craft-repair,Own-child,Black,Female,79,Japan,<=50K,0
70,Local-gov,11th,13,Separated,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,85,Canada,<=50K,0
23,Private,10th,8,Separated,Armed-Forces,Husband,Other,Female,94,Vietnam,<=50K,0
75,?,1st-4th,8,Married-civ-spouse,Farming-fishing,Husband,Black,Female,48,Iran,<=50K,0
61,Self-emp-not-inc,Assoc-acdm,6,Never-married,Craft-repair,Wife,Black,Female,78,Cambodia,<=50K,0
62,Never-worked,Masters,13,Widowed,Machine-op-inspct,Own-child,Other,Male,56,Mexico,<=50K,0
49,?,Masters,12,Widowed,Handlers-cleaners,Wife,Asian-Pac-Islander,Male,39,Philippines,<=50K,0
62,Self-emp-inc,Prof-school,3,Married-spouse-absent,Armed-Forces,Unmarried,Asian-Pac-Islander,Male,41,Poland,<=50K,0
78,Local-gov,HS-grad,6,Divorced,Prof-specialty,Wife,White,Male,48,England,<=50K,0
64,Never-worked,Prof-school,6,Widowed,Armed-Forces,Not-in-family,Asian-Pac-Islander,Female,28,Mexico,<=50K,0
38,State-gov,Assoc-voc,3,Married-civ-spouse,Farming-fishing,Wife,White,Female,2,Greece,<=50K,0
33,Local-gov,Bachelors,11,Divorced,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,22,India,<=50K,0
71,?,Preschool,4,Separated,Adm-clerical,Not-in-family,White,Female,71,Cambodia,<=50K,0
38,Self-emp-inc,Doctorate,15,Separated,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,96,China,<=50K,0
28,Federal-gov,5th-6th,2,Widowed,Farming-fishing,Other-relative,White,Female,61,China,<=50K,0
77,State-gov,Preschool,15,Married-spouse-absent,Farming-fishing,Wife,Black,Female,80,Philippines,<=50K,0
54,Without-pay,Bachelors,1,Married-spouse-absent,Craft-repair,Husband,Asian-Pac-Islander,Male,36,Mexico,<=50K,0
53,Federal-gov,Masters,2,Divorced,Other-service,Not-in-family,White,Female,66,Japan,<=50K,0
52,Private,10th,7,Widowed,Farming-fishing,Own-child,Asian-Pac-Islander,Female,81,Italy,<=50K,0
36,Self-emp-inc,Bachelors,10,Separated,Handlers-cleaners,Other-relative,Other,Female,49,Mexico,<=50K,0
37,Self-emp-not-inc,Some-college,5,Married-spouse-absent,Transport-moving,Other-relative,Asian-Pac-Islander,Female,3,Cambodia,<=50K,0
74,Without-pay,7th-8th,9,Married-spouse-absent,Farming-fishing,Wife,Other,Male,23,Puerto-Rico,<=50K,0
35,?,10th,3,Separated,Priv-house-serv,Unmarried,White,Male,59,United-States,<=50K,0
64,Self-emp-inc,Preschool,2,Widowed,Protective-serv,Husband,Other,Male,28,India,<=50K,0
58,Local-gov,Prof-school,15,Separated,Armed-Forces,Unmarried,Asian-Pac-Islander,Male,72,China,<=50K,0
66,Never-worked,Doctorate,4,Never-married,Armed-Forces,Unmarried,Black,Male,33,Jamaica,<=50K,0
31,Local-gov,7th-8th,2,Married-AF-spouse,Adm-clerical,Not-in-family,Other,Female,68,Canada,<=50K,0
32,Local-gov,10th,11,Married-spouse-absent,Priv-house-serv,Own-child,Asian-Pac-Islander,Female,71,Canada,<=50K,0
48,Private,Prof-school,7,Divorced,Protective-serv,Wife,Black,Female,11,Poland,<=50K,0
18,State-gov,5th-6th,10,Widowed,Armed-Forces,Husband,Amer-Indian-Eskimo,Male,8,Puerto-Rico,<=50K,0
70,Self-emp-not-inc,Doctorate,6,Married-civ-spouse,Prof-specialty,Wife,Other,Male,20,Greece,<=50K,0
71,Without-pay,Assoc-voc,8,Married-civ-spouse,Transport-moving,Wife,Other,Female,62,Philippines,<=50K,0
71,State-gov,Doctorate,13,Separated,Tech-support,Other-relative,White,Male,43,Greece,<=50K,0
20,Self-emp-inc,Doctorate,5,Married-AF-spouse,Transport-moving,Unmarried,Amer-Indian-Eskimo,Female,92,Iran,<=50K,0
33,Local-gov,Preschool,2,Widowed,Handlers-cleaners,Own-child,White,Female,75,Mexico,<=50K,0
40,Private,5th-6th,13,Widowed,Transport-moving,Own-child,White,Male,86,Iran,<=50K,0
74,Self-emp-inc,Assoc-acdm,4,Divorced,Tech-support,Own-child,Asian-Pac-Islander,Female,70,Greece,<=50K,0
28,Never-worked,Some-college,1,Never-married,Exec-managerial,Own-child,White,Female,7,Cuba,<=50K,0
29,Self-emp-not-inc,Preschool,2,Married-spouse-absent,Adm-clerical,Not-in-family,Other,Female,10,Cuba,<=50K,0
27,Without-pay,11th,4,Never-married,Farming-fishing,Not-in-family,White,Male,40,South,<=50K,0
49,Never-worked,Prof-school,6,Widowed,Transport-moving,Own-child,Black,Male,4,Cambodia,<=50K,0
33,Private,HS-grad,4,Divorced,Farming-fishing,Husband,Other,Male,73,Canada,<=50K,0
25,Self-emp-not-inc,Doctorate,4,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,19,China,<=50K,0
55,Self-emp-inc,Masters,14,Separated,Tech-support,Not-in-family,White,Male,97,Cambodia,<=50K,0
29,Local-gov,Assoc-acdm,11,Married-civ-spouse,Prof-specialty,Husband,Black,Female,38,South,<=50K,0
41,Local-gov,9th,10,Separated,Protective-serv,Own-child,Black,Female,22,Japan,<=50K,0
45,Local-gov,9th,10,Married-spouse-absent,Other-service,Wife,Other,Male,1,South,<=50K,0
70,Federal-gov,11th,2,Separated,Priv-house-serv,Not-in-family,White,Male,53,China,<=50K,0
25,Local-gov,HS-grad,9,Divorced,Adm-clerical,Wife,Black,Female,21,Greece,<=50K,0
75,Federal-gov,Preschool,12,Widowed,Armed-Forces,Wife,White,Male,7,India,<=50K,0
45,?,Bachelors,10,Divorced,Priv-house-serv,Husband,Other,Male,7,Cuba,<=50K,0
53,Federal-gov,Some-college,8,Married-spouse-absent,Other-service,Own-child,Amer-Indian-Eskimo,Female,86,India,<=50K,0
43,Self-emp-not-inc,10th,8,Married-spouse-absent,Craft-repair,Unmarried,Black,Male,77,Mexico,<=50K,0
25,Never-worked,7th-8th,5,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,23,Vietnam,<=50K,0
75,Self-emp-not-inc,5th-6th,3,Never-married,Other-service,Own-child,White,Male,60,Mexico,<=50K,0
77,Never-worked,1st-4th,6,Married-civ-spouse,Exec-managerial,Other-relative,Other,Male,86,Italy,<=50K,0
67,?,12th,14,Separated,Priv-house-serv,Unmarried,Other,Female,90,Philippines,<=50K,0
45,Never-worked,12th,9,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,18,Iran,<=50K,0
45,Never-worked,Some-college,8,Married-spouse-absent,Priv-house-serv,Unmarried,Amer-Indian-Eskimo,Female,71,England,<=50K,0
54,Private,1st-4th,7,Divorced,Farming-fishing,Own-child,White,Female,66,Iran,<=50K,0
58,State-gov,Assoc-acdm,14,Separated,Armed-Forces,Husband,Amer-Indian-Eskimo,Male,53,India,<=50K,0
53,State-gov,Doctorate,11,Married-civ-spouse,Farming-fishing,Husband,Other,Male,19,Cambodia,<=50K,0
44,Private,Preschool,15,Widowed,Tech-support,Other-relative,Black,Male,64,South,<=50K,0
71,Local-gov,Assoc-voc,8,Married-AF-spouse,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Female,14,Italy,<=50K,0
34,Private,Assoc-acdm,4,Married-AF-spouse,Transport-moving,Own-child,Black,Male,25,England,<=50K,0
26,Never-worked,9th,6,Married-spouse-absent,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Female,33,Germany,<=50K,0
50,Never-worked,7th-8th,15,Widowed,Exec-managerial,Own-child,Other,Female,48,Philippines,<=50K,0
70,Private,9th,15,Never-married,Adm-clerical,Unmarried,Black,Female,39,Puerto-Rico,<=50K,0
37,Private,Prof-school,14,Married-AF-spouse,Transport-moving,Own-child,White,Male,84,Italy,<=50K,0
30,Local-gov,9th,5,Never-married,Craft-repair,Husband,Other,Male,5,Canada,<=50K,0
45,Self-emp-not-inc,12th,12,Divorced,Exec-managerial,Own-child,Asian-Pac-Islander,Female,21,Germany,<=50K,0
65,?,5th-6th,2,Married-spouse-absent,Craft-repair,Not-in-family,White,Female,59,Vietnam,<=50K,0
46,Self-emp-inc,5th-6th,8,Married-spouse-absent,Armed-Forces,Unmarried,Other,Female,77,Jamaica,<=50K,0
30,Never-worked,12th,3,Separated,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,14,Germany,<=50K,0
63,?,7th-8th,14,Separated,Priv-house-serv,Other-relative,Other,Female,63,Puerto-Rico,<=50K,0
52,Private,Preschool,5,Widowed,Transport-moving,Not-in-family,White,Female,54,Cuba,<=50K,0
78,Local-gov,Doctorate,8,Never-married,Adm-clerical,Own-child,Black,Female,80,Philippines,<=50K,0
23,Federal-gov,9th,11,Married-AF-spouse,Handlers-cleaners,Husband,Black,Male,45,India,<=50K,0
35,Local-gov,Some-college,15,Married-AF-spouse,Sales,Other-relative,Other,Male,50,Cambodia,<=50K,0
68,Without-pay,Some-college,9,Married-civ-spouse,Armed-Forces,Not-in-family,Other,Female,41,Cambodia,<=50K,0
22,Without-pay,1st-4th,13,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Female,92,Puerto-Rico,<=50K,0
64,?,11th,15,Married-AF-spouse,Armed-Forces,Husband,Amer-Indian-Eskimo,Female,1,England,<=50K,0
42,State-gov,Assoc-voc,9,Separated,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,2,Cambodia,<=50K,0
19,Without-pay,7th-8th,14,Separated,Transport-moving,Unmarried,Asian-Pac-Islander,Male,72,Germany,<=50K,0
27,Without-pay,9th,5,Separated,Transport-moving,Not-in-family,Black,Female,13,Philippines,<=50K,0
73,Self-emp-not-inc,7th-8th,2,Never-married,Protective-serv,Not-in-family,Black,Male,19,Japan,<=50K,0
47,Federal-gov,Assoc-acdm,7,Married-spouse-absent,Sales,Other-relative,White,Female,51,China,<=50K,0
67,Self-emp-not-inc,Bachelors,11,Widowed,Tech-support,Husband,Asian-Pac-Islander,Male,2,Vietnam,<=50K,0
76,Federal-gov,Doctorate,11,Married-civ-spouse,Priv-house-serv,Wife,White,Female,95,Italy,<=50K,0
62,Self-emp-inc,Preschool,7,Married-civ-spouse,Armed-Forces,Own-child,Other,Male,10,Philippines,<=50K,0
22,Never-worked,1st-4th,15,Separated,Farming-fishing,Husband,White,Female,69,Puerto-Rico,<=50K,0
72,Without-pay,Preschool,12,Divorced,Armed-Forces,Wife,Black,Female,87,South,<=50K,0
73,Never-worked,HS-grad,13,Never-married,Other-service,Husband,Asian-Pac-Islander,Female,30,Japan,<=50K,0
50,Without-pay,10th,8,Married-AF-spouse,Farming-fishing,Own-child,Black,Male,96,Canada,<=50K,0
71,Self-emp-not-inc,Assoc-acdm,8,Married-AF-spouse,Priv-house-serv,Own-child,Other,Female,65,Jamaica,<=50K,0
18,Self-emp-inc,5th-6th,5,Widowed,Tech-support,Other-relative,Amer-Indian-Eskimo,Female,44,Poland,<=50K,0
35,Self-emp-not-inc,1st-4th,15,Married-spouse-absent,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,42,Canada,<=50K,0
49,Self-emp-not-inc,Preschool,1,Separated,Craft-repair,Not-in-family,Black,Female,3,England,<=50K,0
64,Federal-gov,Assoc-acdm,13,Divorced,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,30,South,<=50K,0
66,State-gov,5th-6th,11,Separated,Protective-serv,Other-relative,Other,Male,37,Puerto-Rico,<=50K,0
28,Local-gov,9th,13,Divorced,Sales,Not-in-family,Amer-Indian-Eskimo,Female,28,Vietnam,<=50K,0
38,?,5th-6th,4,Married-civ-spouse,Farming-fishing,Husband,Black,Male,51,Canada,<=50K,0
43,Never-worked,Preschool,4,Divorced,Priv-house-serv,Not-in-family,Black,Female,85,United-States,<=50K,0
42,Without-pay,Bachelors,15,Married-civ-spouse,Adm-clerical,Not-in-family,Other,Male,13,Puerto-Rico,<=50K,0
39,Self-emp-not-inc,10th,11,Married-civ-spouse,Craft-repair,Unmarried,Other,Female,40,United-States,<=50K,0
76,State-gov,Masters,3,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,26,Italy,<=50K,0
44,Self-emp-not-inc,Some-college,8,Widowed,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Female,30,England,<=50K,0
66,Self-emp-inc,Some-college,3,Divorced,Farming-fishing,Other-relative,Black,Female,24,South,<=50K,0
30,Federal-gov,10th,13,Married-spouse-absent,Machine-op-inspct,Not-in-family,Other,Female,38,Canada,<=50K,0
50,Local-gov,Assoc-acdm,5,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Female,69,China,<=50K,0
51,Self-emp-inc,Doctorate,2,Divorced,Transport-moving,Wife,Other,Male,16,Poland,<=50K,0
58,Private,Doctorate,6,Widowed,Protective-serv,Own-child,Asian-Pac-Islander,Male,55,Greece,<=50K,0
52,Self-emp-not-inc,Masters,15,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,49,Iran,<=50K,0
18,Self-emp-inc,Assoc-voc,6,Married-spouse-absent,Protective-serv,Wife,Other,Female,80,Philippines,<=50K,0
38,Local-gov,Some-college,8,Separated,Protective-serv,Husband,Amer-Indian-Eskimo,Male,52,Greece,<=50K,0
65,State-gov,Prof-school,8,Married-spouse-absent,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,49,Poland,<=50K,0
72,State-gov,Assoc-acdm,1,Never-married,Priv-house-serv,Unmarried,Black,Male,64,India,<=50K,0
23,Never-worked,HS-grad,5,Married-civ-spouse,Protective-serv,Own-child,Black,Female,48,Mexico,<=50K,0
45,Local-gov,Bachelors,2,Married-civ-spouse,Machine-op-inspct,Unmarried,Black,Male,74,Iran,<=50K,0
34,State-gov,11th,10,Married-civ-spouse,Prof-specialty,Other-relative,Other,Female,82,Philippines,<=50K,0
22,Self-emp-inc,Preschool,12,Never-married,Machine-op-inspct,Wife,Asian-Pac-Islander,Male,38,Jamaica,<=50K,0
48,Never-worked,Doctorate,5,Married-civ-spouse,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,17,China,<=50K,0
22,State-gov,12th,10,Widowed,Craft-repair,Wife,Black,Male,41,Cambodia,<=50K,0
55,Federal-gov,7th-8th,12,Married-civ-spouse,Craft-repair,Other-relative,Amer-Indian-Eskimo,Female,54,Germany,<=50K,0
20,Private,10th,9,Never-married,Transport-moving,Husband,Black,Male,40,Canada,<=50K,0
70,Local-gov,Assoc-acdm,4,Separated,Tech-support,Wife,Other,Male,31,England,<=50K,0
40,Self-emp-inc,Some-college,8,Married-spouse-absent,Farming-fishing,Not-in-family,Black,Male,90,India,<=50K,0
54,Without-pay,7th-8th,1,Never-married,Craft-repair,Wife,Other,Male,26,England,<=50K,0
70,Self-emp-not-inc,HS-grad,8,Never-married,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Male,76,Iran,<=50K,0
54,Self-emp-inc,Masters,6,Divorced,Transport-moving,Husband,Asian-Pac-Islander,Male,18,Cambodia,<=50K,0
27,State-gov,10th,8,Married-civ-spouse,Other-service,Wife,Amer-Indian-Eskimo,Female,98,Cambodia,<=50K,0
27,Self-emp-inc,9th,6,Married-AF-spouse,Sales,Husband,Black,Male,35,Jamaica,<=50K,0
36,Without-pay,12th,11,Separated,Sales,Husband,Asian-Pac-Islander,Female,75,Puerto-Rico,<=50K,0
34,Self-emp-not-inc,Assoc-voc,3,Married-AF-spouse,Sales,Own-child,White,Male,56,Poland,<=50K,0
38,Never-worked,1st-4th,15,Divorced,Craft-repair,Own-child,White,Female,30,China,<=50K,0
31,State-gov,Masters,12,Separated,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,45,India,<=50K,0
26,?,11th,15,Married-civ-spouse,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,75,Cambodia,<=50K,0
63,State-gov,5th-6th,11,Married-AF-spouse,Tech-support,Not-in-family,Other,Female,52,Italy,<=50K,0
18,Private,9th,8,Married-civ-spouse,Priv-house-serv,Husband,White,Female,68,Philippines,<=50K,0
68,?,HS-grad,5,Married-civ-spouse,Armed-Forces,Husband,Asian-Pac-Islander,Male,55,Philippines,<=50K,0
62,Private,Some-college,12,Married-spouse-absent,Exec-managerial,Own-child,Other,Male,10,Germany,<=50K,0
30,Without-pay,Masters,10,Separated,Craft-repair,Unmarried,Black,Male,54,Canada,<=50K,0
21,Local-gov,Prof-school,5,Separated,Adm-clerical,Husband,Asian-Pac-Islander,Female,34,Philippines,<=50K,0
79,Self-emp-not-inc,Bachelors,15,Divorced,Craft-repair,Own-child,Black,Male,63,Puerto-Rico,<=50K,0
18,Federal-gov,10th,12,Never-married,Prof-specialty,Wife,White,Female,31,Philippines,<=50K,0
66,Never-worked,9th,7,Married-civ-spouse,Sales,Not-in-family,Black,Male,64,Canada,<=50K,0
57,Federal-gov,Doctorate,6,Married-civ-spouse,Armed-Forces,Not-in-family,White,Female,96,Cuba,<=50K,0
49,Without-pay,9th,9,Married-AF-spouse,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Male,50,Iran,<=50K,0
51,Local-gov,11th,7,Divorced,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,28,Cuba,<=50K,0
45,State-gov,Bachelors,3,Separated,Priv-house-serv,Own-child,White,Male,37,Poland,<=50K,0
48,Self-emp-inc,HS-grad,11,Married-spouse-absent,Craft-repair,Other-relative,Other,Female,96,Jamaica,<=50K,0
25,Private,7th-8th,11,Separated,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo,Female,32,Cuba,<=50K,0
56,Without-pay,Preschool,12,Married-spouse-absent,Handlers-cleaners,Other-relative,Other,Male,81,Greece,<=50K,0
43,Private,7th-8th,5,Married-spouse-absent,Other-service,Wife,Other,Male,98,Vietnam,<=50K,0
75,State-gov,5th-6th,9,Separated,Other-service,Other-relative,Other,Female,35,Italy,<=50K,0
51,Local-gov,Bachelors,11,Married-AF-spouse,Handlers-cleaners,Wife,Asian-Pac-Islander,Female,57,Greece,<=50K,0
71,Self-emp-not-inc,Masters,13,Married-civ-spouse,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,61,Iran,<=50K,0
71,Federal-gov,5th-6th,15,Married-spouse-absent,Handlers-cleaners,Husband,Other,Male,85,Italy,<=50K,0
20,State-gov,Preschool,10,Married-AF-spouse,Other-service,Own-child,White,Male,32,Cuba,<=50K,0
76,Never-worked,Preschool,14,Divorced,Other-service,Other-relative,Amer-Indian-Eskimo,Female,98,South,<=50K,0
67,?,Preschool,2,Divorced,Handlers-cleaners,Unmarried,Black,Female,98,England,<=50K,0
29,Without-pay,Assoc-voc,1,Married-spouse-absent,Other-service,Wife,Asian-Pac-Islander,Male,8,South,<=50K,0
18,Federal-gov,Assoc-acdm,11,Married-civ-spouse,Protective-serv,Unmarried,Asian-Pac-Islander,Female,80,Jamaica,<=50K,0
71,Never-worked,Doctorate,8,Married-spouse-absent,Craft-repair,Not-in-family,Black,Male,35,South,<=50K,0
61,Self-emp-not-inc,Assoc-voc,8,Divorced,Armed-Forces,Unmarried,Other,Male,23,Puerto-Rico,<=50K,0
22,Never-worked,Assoc-voc,2,Widowed,Handlers-cleaners,Unmarried,Black,Female,86,England,<=50K,0
47,Local-gov,9th,14,Divorced,Other-service,Not-in-family,Other,Male,95,Jamaica,<=50K,0
47,?,Preschool,13,Separated,Exec-managerial,Husband,Asian-Pac-Islander,Male,93,Poland,<=50K,0
76,Private,9th,8,Widowed,Handlers-cleaners,Unmarried,Black,Male,38,Canada,<=50K,0
74,Federal-gov,12th,5,Married-civ-spouse,Protective-serv,Unmarried,White,Female,19,South,<=50K,0
34,?,Doctorate,2,Separated,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,54,Cambodia,<=50K,0
65,Self-emp-inc,Masters,7,Widowed,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,45,United-States,<=50K,0
64,State-gov,Some-college,7,Married-AF-spouse,Craft-repair,Unmarried,Amer-Indian-Eskimo,Female,36,Mexico,<=50K,0
